"COU","Country","POL","Pollutant","VAR","Variable","YEA","Year","Unit Code","Unit","PowerCode Code","PowerCode","Reference Period Code","Reference Period","Value","Flag Codes","Flags"
"IRN","Iran","GHG","Greenhouse gases","ENER_MANUF","1A2 - Manufacturing industries and construction","2000","2000","T_CO2_EQVT","Tonnes of CO2 equivalent","3","Thousands",,,43661.37,,
"IRN","Iran","SF6","Sulphur hexafluoride","TOTAL","Total emissions excluding LULUCF","2000","2000","T_CO2_EQVT","Tonnes of CO2 equivalent","3","Thousands",,,95.6,,
"LVA","Latvia","GHG","Greenhouse gases","GHG_CAP_LULU","Total GHG incl. LULUCF per capita","1990","1990","KG_HAB","Kilograms per capita","3","Thousands",,,5.119,,
"LVA","Latvia","GHG","Greenhouse gases","GHG_CAP_LULU","Total GHG incl. LULUCF per capita","1991","1991","KG_HAB","Kilograms per capita","3","Thousands",,,4.272,,
"LVA","Latvia","GHG","Greenhouse gases","GHG_CAP_LULU","Total GHG incl. LULUCF per capita","1992","1992","KG_HAB","Kilograms per capita","3","Thousands",,,2.357,,
"LVA","Latvia","GHG","Greenhouse gases","GHG_CAP_LULU","Total GHG incl. LULUCF per capita","1993","1993","KG_HAB","Kilograms per capita","3","Thousands",,,1.104,,
"LVA","Latvia","GHG","Greenhouse gases","GHG_CAP_LULU","Total GHG incl. LULUCF per capita","1994","1994","KG_HAB","Kilograms per capita","3","Thousands",,,-0.8,,
"LVA","Latvia","GHG","Greenhouse gases","GHG_CAP_LULU","Total GHG incl. LULUCF per capita","1995","1995","KG_HAB","Kilograms per capita","3","Thousands",,,-0.905,,
"LVA","Latvia","GHG","Greenhouse gases","GHG_CAP_LULU","Total GHG incl. LULUCF per capita","1996","1996","KG_HAB","Kilograms per capita","3","Thousands",,,-0.963,,
"LVA","Latvia","GHG","Greenhouse gases","GHG_CAP_LULU","Total GHG incl. LULUCF per capita","1997","1997","KG_HAB","Kilograms per capita","3","Thousands",,,-0.475,,
"LVA","Latvia","GHG","Greenhouse gases","GHG_CAP_LULU","Total GHG incl. LULUCF per capita","1998","1998","KG_HAB","Kilograms per capita","3","Thousands",,,-0.294,,
"LVA","Latvia","GHG","Greenhouse gases","GHG_CAP_LULU","Total GHG incl. LULUCF per capita","1999","1999","KG_HAB","Kilograms per capita","3","Thousands",,,0.913,,
"LVA","Latvia","GHG","Greenhouse gases","GHG_CAP_LULU","Total GHG incl. LULUCF per capita","2000","2000","KG_HAB","Kilograms per capita","3","Thousands",,,-0.711,,
"LVA","Latvia","GHG","Greenhouse gases","GHG_CAP_LULU","Total GHG incl. LULUCF per capita","2001","2001","KG_HAB","Kilograms per capita","3","Thousands",,,-0.686,,
"LVA","Latvia","GHG","Greenhouse gases","GHG_CAP_LULU","Total GHG incl. LULUCF per capita","2002","2002","KG_HAB","Kilograms per capita","3","Thousands",,,0.035,,
"LVA","Latvia","GHG","Greenhouse gases","GHG_CAP_LULU","Total GHG incl. LULUCF per capita","2003","2003","KG_HAB","Kilograms per capita","3","Thousands",,,0.301,,
"LVA","Latvia","GHG","Greenhouse gases","GHG_CAP_LULU","Total GHG incl. LULUCF per capita","2004","2004","KG_HAB","Kilograms per capita","3","Thousands",,,1.919,,
"LVA","Latvia","GHG","Greenhouse gases","GHG_CAP_LULU","Total GHG incl. LULUCF per capita","2005","2005","KG_HAB","Kilograms per capita","3","Thousands",,,2.258,,
"LVA","Latvia","GHG","Greenhouse gases","GHG_CAP_LULU","Total GHG incl. LULUCF per capita","2006","2006","KG_HAB","Kilograms per capita","3","Thousands",,,2.138,,
"LVA","Latvia","GHG","Greenhouse gases","GHG_CAP_LULU","Total GHG incl. LULUCF per capita","2007","2007","KG_HAB","Kilograms per capita","3","Thousands",,,2.552,,
"LVA","Latvia","GHG","Greenhouse gases","GHG_CAP_LULU","Total GHG incl. LULUCF per capita","2008","2008","KG_HAB","Kilograms per capita","3","Thousands",,,2.19,,
"LVA","Latvia","GHG","Greenhouse gases","GHG_CAP_LULU","Total GHG incl. LULUCF per capita","2009","2009","KG_HAB","Kilograms per capita","3","Thousands",,,3.259,,
"LVA","Latvia","GHG","Greenhouse gases","GHG_CAP_LULU","Total GHG incl. LULUCF per capita","2010","2010","KG_HAB","Kilograms per capita","3","Thousands",,,4.686,,
"LVA","Latvia","GHG","Greenhouse gases","GHG_CAP_LULU","Total GHG incl. LULUCF per capita","2011","2011","KG_HAB","Kilograms per capita","3","Thousands",,,4.193,,
"LVA","Latvia","GHG","Greenhouse gases","GHG_CAP_LULU","Total GHG incl. LULUCF per capita","2012","2012","KG_HAB","Kilograms per capita","3","Thousands",,,3.488,,
"LVA","Latvia","GHG","Greenhouse gases","GHG_CAP_LULU","Total GHG incl. LULUCF per capita","2013","2013","KG_HAB","Kilograms per capita","3","Thousands",,,4.124,,
"LVA","Latvia","GHG","Greenhouse gases","GHG_CAP_LULU","Total GHG incl. LULUCF per capita","2014","2014","KG_HAB","Kilograms per capita","3","Thousands",,,6.077,,
"LVA","Latvia","GHG","Greenhouse gases","GHG_CAP_LULU","Total GHG incl. LULUCF per capita","2015","2015","KG_HAB","Kilograms per capita","3","Thousands",,,5.514,,
"LVA","Latvia","GHG","Greenhouse gases","GHG_CAP_LULU","Total GHG incl. LULUCF per capita","2016","2016","KG_HAB","Kilograms per capita","3","Thousands",,,4.635,,
"LVA","Latvia","GHG","Greenhouse gases","GHG_CAP_LULU","Total GHG incl. LULUCF per capita","2017","2017","KG_HAB","Kilograms per capita","3","Thousands",,,3.947,,
"LVA","Latvia","GHG","Greenhouse gases","GHG_CAP_LULU","Total GHG incl. LULUCF per capita","2018","2018","KG_HAB","Kilograms per capita","3","Thousands",,,5.53,,
"LVA","Latvia","GHG","Greenhouse gases","GHG_CAP_LULU","Total GHG incl. LULUCF per capita","2019","2019","KG_HAB","Kilograms per capita","3","Thousands",,,4.618,,
"LVA","Latvia","GHG","Greenhouse gases","GHG_CAP_LULU","Total GHG incl. LULUCF per capita","2020","2020","KG_HAB","Kilograms per capita","3","Thousands",,,5.938,,
"LVA","Latvia","GHG","Greenhouse gases","GHG_CAP_LULU","Total GHG incl. LULUCF per capita","2021","2021","KG_HAB","Kilograms per capita","3","Thousands",,,6.962,,
"HRV","Croatia","GHG","Greenhouse gases","INDEX_1990","Total GHG excl. LULUCF, Index 1990=100","1990","1990","IDX","Index","0","Units",,,100,,
"HRV","Croatia","GHG","Greenhouse gases","INDEX_1990","Total GHG excl. LULUCF, Index 1990=100","1991","1991","IDX","Index","0","Units",,,78.903,,
"HRV","Croatia","GHG","Greenhouse gases","INDEX_1990","Total GHG excl. LULUCF, Index 1990=100","1992","1992","IDX","Index","0","Units",,,72.908,,
"HRV","Croatia","GHG","Greenhouse gases","INDEX_1990","Total GHG excl. LULUCF, Index 1990=100","1993","1993","IDX","Index","0","Units",,,72.901,,
"HRV","Croatia","GHG","Greenhouse gases","INDEX_1990","Total GHG excl. LULUCF, Index 1990=100","1994","1994","IDX","Index","0","Units",,,69.991,,
"HRV","Croatia","GHG","Greenhouse gases","INDEX_1990","Total GHG excl. LULUCF, Index 1990=100","1995","1995","IDX","Index","0","Units",,,72.125,,
"HRV","Croatia","GHG","Greenhouse gases","INDEX_1990","Total GHG excl. LULUCF, Index 1990=100","1996","1996","IDX","Index","0","Units",,,73.695,,
"HRV","Croatia","GHG","Greenhouse gases","INDEX_1990","Total GHG excl. LULUCF, Index 1990=100","1997","1997","IDX","Index","0","Units",,,78.028,,
"HRV","Croatia","GHG","Greenhouse gases","INDEX_1990","Total GHG excl. LULUCF, Index 1990=100","1998","1998","IDX","Index","0","Units",,,78.425,,
"HRV","Croatia","GHG","Greenhouse gases","INDEX_1990","Total GHG excl. LULUCF, Index 1990=100","1999","1999","IDX","Index","0","Units",,,82.518,,
"HRV","Croatia","GHG","Greenhouse gases","INDEX_1990","Total GHG excl. LULUCF, Index 1990=100","2000","2000","IDX","Index","0","Units",,,81.559,,
"HRV","Croatia","GHG","Greenhouse gases","INDEX_1990","Total GHG excl. LULUCF, Index 1990=100","2001","2001","IDX","Index","0","Units",,,85.333,,
"HRV","Croatia","GHG","Greenhouse gases","INDEX_1990","Total GHG excl. LULUCF, Index 1990=100","2002","2002","IDX","Index","0","Units",,,88.722,,
"HRV","Croatia","GHG","Greenhouse gases","INDEX_1990","Total GHG excl. LULUCF, Index 1990=100","2003","2003","IDX","Index","0","Units",,,93.372,,
"HRV","Croatia","GHG","Greenhouse gases","INDEX_1990","Total GHG excl. LULUCF, Index 1990=100","2004","2004","IDX","Index","0","Units",,,93.426,,
"HRV","Croatia","GHG","Greenhouse gases","INDEX_1990","Total GHG excl. LULUCF, Index 1990=100","2005","2005","IDX","Index","0","Units",,,94.984,,
"HRV","Croatia","GHG","Greenhouse gases","INDEX_1990","Total GHG excl. LULUCF, Index 1990=100","2006","2006","IDX","Index","0","Units",,,96.279,,
"HRV","Croatia","GHG","Greenhouse gases","INDEX_1990","Total GHG excl. LULUCF, Index 1990=100","2007","2007","IDX","Index","0","Units",,,100.848,,
"HRV","Croatia","GHG","Greenhouse gases","INDEX_1990","Total GHG excl. LULUCF, Index 1990=100","2008","2008","IDX","Index","0","Units",,,97.817,,
"HRV","Croatia","GHG","Greenhouse gases","INDEX_1990","Total GHG excl. LULUCF, Index 1990=100","2009","2009","IDX","Index","0","Units",,,90.855,,
"HRV","Croatia","GHG","Greenhouse gases","INDEX_1990","Total GHG excl. LULUCF, Index 1990=100","2010","2010","IDX","Index","0","Units",,,89.562,,
"HRV","Croatia","GHG","Greenhouse gases","INDEX_1990","Total GHG excl. LULUCF, Index 1990=100","2011","2011","IDX","Index","0","Units",,,88.601,,
"HRV","Croatia","GHG","Greenhouse gases","INDEX_1990","Total GHG excl. LULUCF, Index 1990=100","2012","2012","IDX","Index","0","Units",,,83.019,,
"HRV","Croatia","GHG","Greenhouse gases","INDEX_1990","Total GHG excl. LULUCF, Index 1990=100","2013","2013","IDX","Index","0","Units",,,79.131,,
"HRV","Croatia","GHG","Greenhouse gases","INDEX_1990","Total GHG excl. LULUCF, Index 1990=100","2014","2014","IDX","Index","0","Units",,,76.801,,
"HRV","Croatia","GHG","Greenhouse gases","INDEX_1990","Total GHG excl. LULUCF, Index 1990=100","2015","2015","IDX","Index","0","Units",,,78.244,,
"HRV","Croatia","GHG","Greenhouse gases","INDEX_1990","Total GHG excl. LULUCF, Index 1990=100","2016","2016","IDX","Index","0","Units",,,78.953,,
"HRV","Croatia","GHG","Greenhouse gases","INDEX_1990","Total GHG excl. LULUCF, Index 1990=100","2017","2017","IDX","Index","0","Units",,,81.736,,
"HRV","Croatia","GHG","Greenhouse gases","INDEX_1990","Total GHG excl. LULUCF, Index 1990=100","2018","2018","IDX","Index","0","Units",,,78.212,,
"HRV","Croatia","GHG","Greenhouse gases","INDEX_1990","Total GHG excl. LULUCF, Index 1990=100","2019","2019","IDX","Index","0","Units",,,78.843,,
"HRV","Croatia","GHG","Greenhouse gases","INDEX_1990","Total GHG excl. LULUCF, Index 1990=100","2020","2020","IDX","Index","0","Units",,,76.005,,
"HRV","Croatia","GHG","Greenhouse gases","INDEX_1990","Total GHG excl. LULUCF, Index 1990=100","2021","2021","IDX","Index","0","Units",,,77.721,,
"IRN","Iran","CH4","Methane","INDEX_2000","Total GHG excl. LULUCF, Index 2000=100","1994","1994","IDX","Index","0","Units",,,70.191,,
"IRN","Iran","CH4","Methane","INDEX_2000","Total GHG excl. LULUCF, Index 2000=100","2000","2000","IDX","Index","0","Units",,,100,,
"BLR","Belarus","GHG","Greenhouse gases","ENER_MANUF_P","1A2 - Manufacturing industries and construction (%)","1990","1990","PC","Percentage","0","Units",,,5.822,,
"BLR","Belarus","GHG","Greenhouse gases","ENER_MANUF_P","1A2 - Manufacturing industries and construction (%)","1991","1991","PC","Percentage","0","Units",,,5.894,,
"BLR","Belarus","GHG","Greenhouse gases","ENER_MANUF_P","1A2 - Manufacturing industries and construction (%)","1992","1992","PC","Percentage","0","Units",,,4.348,,
"BLR","Belarus","GHG","Greenhouse gases","ENER_MANUF_P","1A2 - Manufacturing industries and construction (%)","1993","1993","PC","Percentage","0","Units",,,5.238,,
"BLR","Belarus","GHG","Greenhouse gases","ENER_MANUF_P","1A2 - Manufacturing industries and construction (%)","1994","1994","PC","Percentage","0","Units",,,4.587,,
"BLR","Belarus","GHG","Greenhouse gases","ENER_MANUF_P","1A2 - Manufacturing industries and construction (%)","1995","1995","PC","Percentage","0","Units",,,4.136,,
"BLR","Belarus","GHG","Greenhouse gases","ENER_MANUF_P","1A2 - Manufacturing industries and construction (%)","1996","1996","PC","Percentage","0","Units",,,4.325,,
"BLR","Belarus","GHG","Greenhouse gases","ENER_MANUF_P","1A2 - Manufacturing industries and construction (%)","1997","1997","PC","Percentage","0","Units",,,4.326,,
"BLR","Belarus","GHG","Greenhouse gases","ENER_MANUF_P","1A2 - Manufacturing industries and construction (%)","1998","1998","PC","Percentage","0","Units",,,4.985,,
"BLR","Belarus","GHG","Greenhouse gases","ENER_MANUF_P","1A2 - Manufacturing industries and construction (%)","1999","1999","PC","Percentage","0","Units",,,4.969,,
"BLR","Belarus","GHG","Greenhouse gases","ENER_MANUF_P","1A2 - Manufacturing industries and construction (%)","2000","2000","PC","Percentage","0","Units",,,3.845,,
"BLR","Belarus","GHG","Greenhouse gases","ENER_MANUF_P","1A2 - Manufacturing industries and construction (%)","2001","2001","PC","Percentage","0","Units",,,3.96,,
"BLR","Belarus","GHG","Greenhouse gases","ENER_MANUF_P","1A2 - Manufacturing industries and construction (%)","2002","2002","PC","Percentage","0","Units",,,3.955,,
"BLR","Belarus","GHG","Greenhouse gases","ENER_MANUF_P","1A2 - Manufacturing industries and construction (%)","2003","2003","PC","Percentage","0","Units",,,4.306,,
"BLR","Belarus","GHG","Greenhouse gases","ENER_MANUF_P","1A2 - Manufacturing industries and construction (%)","2004","2004","PC","Percentage","0","Units",,,4.454,,
"BLR","Belarus","GHG","Greenhouse gases","ENER_MANUF_P","1A2 - Manufacturing industries and construction (%)","2005","2005","PC","Percentage","0","Units",,,4.514,,
"BLR","Belarus","GHG","Greenhouse gases","ENER_MANUF_P","1A2 - Manufacturing industries and construction (%)","2006","2006","PC","Percentage","0","Units",,,4.308,,
"BLR","Belarus","GHG","Greenhouse gases","ENER_MANUF_P","1A2 - Manufacturing industries and construction (%)","2007","2007","PC","Percentage","0","Units",,,4.667,,
"BLR","Belarus","GHG","Greenhouse gases","ENER_MANUF_P","1A2 - Manufacturing industries and construction (%)","2008","2008","PC","Percentage","0","Units",,,4.702,,
"BLR","Belarus","GHG","Greenhouse gases","ENER_MANUF_P","1A2 - Manufacturing industries and construction (%)","2009","2009","PC","Percentage","0","Units",,,4.196,,
"BLR","Belarus","GHG","Greenhouse gases","ENER_MANUF_P","1A2 - Manufacturing industries and construction (%)","2010","2010","PC","Percentage","0","Units",,,4.495,,
"BLR","Belarus","GHG","Greenhouse gases","ENER_MANUF_P","1A2 - Manufacturing industries and construction (%)","2011","2011","PC","Percentage","0","Units",,,4.954,,
"BLR","Belarus","GHG","Greenhouse gases","ENER_MANUF_P","1A2 - Manufacturing industries and construction (%)","2012","2012","PC","Percentage","0","Units",,,5.154,,
"BLR","Belarus","GHG","Greenhouse gases","ENER_MANUF_P","1A2 - Manufacturing industries and construction (%)","2013","2013","PC","Percentage","0","Units",,,5.437,,
"BLR","Belarus","GHG","Greenhouse gases","ENER_MANUF_P","1A2 - Manufacturing industries and construction (%)","2014","2014","PC","Percentage","0","Units",,,5.618,,
"BLR","Belarus","GHG","Greenhouse gases","ENER_MANUF_P","1A2 - Manufacturing industries and construction (%)","2015","2015","PC","Percentage","0","Units",,,5.005,,
"BLR","Belarus","GHG","Greenhouse gases","ENER_MANUF_P","1A2 - Manufacturing industries and construction (%)","2016","2016","PC","Percentage","0","Units",,,4.998,,
"BLR","Belarus","GHG","Greenhouse gases","ENER_MANUF_P","1A2 - Manufacturing industries and construction (%)","2017","2017","PC","Percentage","0","Units",,,5.059,,
"BLR","Belarus","GHG","Greenhouse gases","ENER_MANUF_P","1A2 - Manufacturing industries and construction (%)","2018","2018","PC","Percentage","0","Units",,,4.966,,
"BLR","Belarus","GHG","Greenhouse gases","ENER_MANUF_P","1A2 - Manufacturing industries and construction (%)","2019","2019","PC","Percentage","0","Units",,,5.197,,
"BLR","Belarus","GHG","Greenhouse gases","ENER_MANUF_P","1A2 - Manufacturing industries and construction (%)","2020","2020","PC","Percentage","0","Units",,,5.149,,
"BLR","Belarus","GHG","Greenhouse gases","ENER_MANUF_P","1A2 - Manufacturing industries and construction (%)","2021","2021","PC","Percentage","0","Units",,,4.963,,
"HRV","Croatia","SF6","Sulphur hexafluoride","TOTAL","Total emissions excluding LULUCF","1990","1990","T_CO2_EQVT","Tonnes of CO2 equivalent","3","Thousands",,,11.06,,
"HRV","Croatia","SF6","Sulphur hexafluoride","TOTAL","Total emissions excluding LULUCF","1991","1991","T_CO2_EQVT","Tonnes of CO2 equivalent","3","Thousands",,,10.93,,
"HRV","Croatia","SF6","Sulphur hexafluoride","TOTAL","Total emissions excluding LULUCF","1992","1992","T_CO2_EQVT","Tonnes of CO2 equivalent","3","Thousands",,,11.02,,
"HRV","Croatia","SF6","Sulphur hexafluoride","TOTAL","Total emissions excluding LULUCF","1993","1993","T_CO2_EQVT","Tonnes of CO2 equivalent","3","Thousands",,,11.14,,
"HRV","Croatia","SF6","Sulphur hexafluoride","TOTAL","Total emissions excluding LULUCF","1994","1994","T_CO2_EQVT","Tonnes of CO2 equivalent","3","Thousands",,,11.96,,
"HRV","Croatia","SF6","Sulphur hexafluoride","TOTAL","Total emissions excluding LULUCF","1995","1995","T_CO2_EQVT","Tonnes of CO2 equivalent","3","Thousands",,,12.45,,
"HRV","Croatia","SF6","Sulphur hexafluoride","TOTAL","Total emissions excluding LULUCF","1996","1996","T_CO2_EQVT","Tonnes of CO2 equivalent","3","Thousands",,,12.9,,
"HRV","Croatia","SF6","Sulphur hexafluoride","TOTAL","Total emissions excluding LULUCF","1997","1997","T_CO2_EQVT","Tonnes of CO2 equivalent","3","Thousands",,,12.52,,
"HRV","Croatia","SF6","Sulphur hexafluoride","TOTAL","Total emissions excluding LULUCF","1998","1998","T_CO2_EQVT","Tonnes of CO2 equivalent","3","Thousands",,,13.4,,
"HRV","Croatia","SF6","Sulphur hexafluoride","TOTAL","Total emissions excluding LULUCF","1999","1999","T_CO2_EQVT","Tonnes of CO2 equivalent","3","Thousands",,,13.35,,
"HRV","Croatia","SF6","Sulphur hexafluoride","TOTAL","Total emissions excluding LULUCF","2000","2000","T_CO2_EQVT","Tonnes of CO2 equivalent","3","Thousands",,,12.72,,
"HRV","Croatia","SF6","Sulphur hexafluoride","TOTAL","Total emissions excluding LULUCF","2001","2001","T_CO2_EQVT","Tonnes of CO2 equivalent","3","Thousands",,,12.81,,
"HRV","Croatia","SF6","Sulphur hexafluoride","TOTAL","Total emissions excluding LULUCF","2002","2002","T_CO2_EQVT","Tonnes of CO2 equivalent","3","Thousands",,,13.15,,
"HRV","Croatia","SF6","Sulphur hexafluoride","TOTAL","Total emissions excluding LULUCF","2003","2003","T_CO2_EQVT","Tonnes of CO2 equivalent","3","Thousands",,,13.5,,
"HRV","Croatia","SF6","Sulphur hexafluoride","TOTAL","Total emissions excluding LULUCF","2004","2004","T_CO2_EQVT","Tonnes of CO2 equivalent","3","Thousands",,,13.95,,
"HRV","Croatia","SF6","Sulphur hexafluoride","TOTAL","Total emissions excluding LULUCF","2005","2005","T_CO2_EQVT","Tonnes of CO2 equivalent","3","Thousands",,,14.7,,
"HRV","Croatia","SF6","Sulphur hexafluoride","TOTAL","Total emissions excluding LULUCF","2006","2006","T_CO2_EQVT","Tonnes of CO2 equivalent","3","Thousands",,,14.57,,
"HRV","Croatia","SF6","Sulphur hexafluoride","TOTAL","Total emissions excluding LULUCF","2007","2007","T_CO2_EQVT","Tonnes of CO2 equivalent","3","Thousands",,,14.59,,
"HRV","Croatia","SF6","Sulphur hexafluoride","TOTAL","Total emissions excluding LULUCF","2008","2008","T_CO2_EQVT","Tonnes of CO2 equivalent","3","Thousands",,,13.39,,
"HRV","Croatia","SF6","Sulphur hexafluoride","TOTAL","Total emissions excluding LULUCF","2009","2009","T_CO2_EQVT","Tonnes of CO2 equivalent","3","Thousands",,,9.63,,
"HRV","Croatia","SF6","Sulphur hexafluoride","TOTAL","Total emissions excluding LULUCF","2010","2010","T_CO2_EQVT","Tonnes of CO2 equivalent","3","Thousands",,,10.13,,
"HRV","Croatia","SF6","Sulphur hexafluoride","TOTAL","Total emissions excluding LULUCF","2011","2011","T_CO2_EQVT","Tonnes of CO2 equivalent","3","Thousands",,,10.57,,
"HRV","Croatia","SF6","Sulphur hexafluoride","TOTAL","Total emissions excluding LULUCF","2012","2012","T_CO2_EQVT","Tonnes of CO2 equivalent","3","Thousands",,,11.3,,
"HRV","Croatia","SF6","Sulphur hexafluoride","TOTAL","Total emissions excluding LULUCF","2013","2013","T_CO2_EQVT","Tonnes of CO2 equivalent","3","Thousands",,,7.4,,
"HRV","Croatia","SF6","Sulphur hexafluoride","TOTAL","Total emissions excluding LULUCF","2014","2014","T_CO2_EQVT","Tonnes of CO2 equivalent","3","Thousands",,,7.91,,
"HRV","Croatia","SF6","Sulphur hexafluoride","TOTAL","Total emissions excluding LULUCF","2015","2015","T_CO2_EQVT","Tonnes of CO2 equivalent","3","Thousands",,,5.75,,
"HRV","Croatia","SF6","Sulphur hexafluoride","TOTAL","Total emissions excluding LULUCF","2016","2016","T_CO2_EQVT","Tonnes of CO2 equivalent","3","Thousands",,,6.8,,
"HRV","Croatia","SF6","Sulphur hexafluoride","TOTAL","Total emissions excluding LULUCF","2017","2017","T_CO2_EQVT","Tonnes of CO2 equivalent","3","Thousands",,,7.23,,
"HRV","Croatia","SF6","Sulphur hexafluoride","TOTAL","Total emissions excluding LULUCF","2018","2018","T_CO2_EQVT","Tonnes of CO2 equivalent","3","Thousands",,,6.46,,
"HRV","Croatia","SF6","Sulphur hexafluoride","TOTAL","Total emissions excluding LULUCF","2019","2019","T_CO2_EQVT","Tonnes of CO2 equivalent","3","Thousands",,,8.09,,
"HRV","Croatia","SF6","Sulphur hexafluoride","TOTAL","Total emissions excluding LULUCF","2020","2020","T_CO2_EQVT","Tonnes of CO2 equivalent","3","Thousands",,,9.35,,
"HRV","Croatia","SF6","Sulphur hexafluoride","TOTAL","Total emissions excluding LULUCF","2021","2021","T_CO2_EQVT","Tonnes of CO2 equivalent","3","Thousands",,,9.63,,
"ROU","Romania","SF6","Sulphur hexafluoride","INDEX_2000","Total GHG excl. LULUCF, Index 2000=100","1990","1990","IDX","Index","0","Units",,,5.614,,
"ROU","Romania","SF6","Sulphur hexafluoride","INDEX_2000","Total GHG excl. LULUCF, Index 2000=100","1991","1991","IDX","Index","0","Units",,,5.965,,
"ROU","Romania","SF6","Sulphur hexafluoride","INDEX_2000","Total GHG excl. LULUCF, Index 2000=100","1992","1992","IDX","Index","0","Units",,,5.38,,
"ROU","Romania","SF6","Sulphur hexafluoride","INDEX_2000","Total GHG excl. LULUCF, Index 2000=100","1993","1993","IDX","Index","0","Units",,,5.731,,
"ROU","Romania","SF6","Sulphur hexafluoride","INDEX_2000","Total GHG excl. LULUCF, Index 2000=100","1994","1994","IDX","Index","0","Units",,,8.07,,
"ROU","Romania","SF6","Sulphur hexafluoride","INDEX_2000","Total GHG excl. LULUCF, Index 2000=100","1995","1995","IDX","Index","0","Units",,,10.76,,
"ROU","Romania","SF6","Sulphur hexafluoride","INDEX_2000","Total GHG excl. LULUCF, Index 2000=100","1996","1996","IDX","Index","0","Units",,,17.076,,
"ROU","Romania","SF6","Sulphur hexafluoride","INDEX_2000","Total GHG excl. LULUCF, Index 2000=100","1997","1997","IDX","Index","0","Units",,,15.205,,
"ROU","Romania","SF6","Sulphur hexafluoride","INDEX_2000","Total GHG excl. LULUCF, Index 2000=100","1998","1998","IDX","Index","0","Units",,,16.023,,
"ROU","Romania","SF6","Sulphur hexafluoride","INDEX_2000","Total GHG excl. LULUCF, Index 2000=100","1999","1999","IDX","Index","0","Units",,,17.895,,
"ROU","Romania","SF6","Sulphur hexafluoride","INDEX_2000","Total GHG excl. LULUCF, Index 2000=100","2000","2000","IDX","Index","0","Units",,,100,,
"ROU","Romania","SF6","Sulphur hexafluoride","INDEX_2000","Total GHG excl. LULUCF, Index 2000=100","2001","2001","IDX","Index","0","Units",,,164.561,,
"ROU","Romania","SF6","Sulphur hexafluoride","INDEX_2000","Total GHG excl. LULUCF, Index 2000=100","2002","2002","IDX","Index","0","Units",,,134.503,,
"ROU","Romania","SF6","Sulphur hexafluoride","INDEX_2000","Total GHG excl. LULUCF, Index 2000=100","2003","2003","IDX","Index","0","Units",,,112.983,,
"ROU","Romania","SF6","Sulphur hexafluoride","INDEX_2000","Total GHG excl. LULUCF, Index 2000=100","2004","2004","IDX","Index","0","Units",,,152.047,,
"ROU","Romania","SF6","Sulphur hexafluoride","INDEX_2000","Total GHG excl. LULUCF, Index 2000=100","2005","2005","IDX","Index","0","Units",,,160.351,,
"ROU","Romania","SF6","Sulphur hexafluoride","INDEX_2000","Total GHG excl. LULUCF, Index 2000=100","2006","2006","IDX","Index","0","Units",,,250.76,,
"ROU","Romania","SF6","Sulphur hexafluoride","INDEX_2000","Total GHG excl. LULUCF, Index 2000=100","2007","2007","IDX","Index","0","Units",,,310.994,,
"ROU","Romania","SF6","Sulphur hexafluoride","INDEX_2000","Total GHG excl. LULUCF, Index 2000=100","2008","2008","IDX","Index","0","Units",,,347.485,,
"ROU","Romania","SF6","Sulphur hexafluoride","INDEX_2000","Total GHG excl. LULUCF, Index 2000=100","2009","2009","IDX","Index","0","Units",,,492.749,,
"ROU","Romania","SF6","Sulphur hexafluoride","INDEX_2000","Total GHG excl. LULUCF, Index 2000=100","2010","2010","IDX","Index","0","Units",,,642.456,,
"ROU","Romania","SF6","Sulphur hexafluoride","INDEX_2000","Total GHG excl. LULUCF, Index 2000=100","2011","2011","IDX","Index","0","Units",,,471.462,,
"ROU","Romania","SF6","Sulphur hexafluoride","INDEX_2000","Total GHG excl. LULUCF, Index 2000=100","2012","2012","IDX","Index","0","Units",,,491.345,,
"ROU","Romania","SF6","Sulphur hexafluoride","INDEX_2000","Total GHG excl. LULUCF, Index 2000=100","2013","2013","IDX","Index","0","Units",,,554.737,,
"ROU","Romania","SF6","Sulphur hexafluoride","INDEX_2000","Total GHG excl. LULUCF, Index 2000=100","2014","2014","IDX","Index","0","Units",,,475.088,,
"ROU","Romania","SF6","Sulphur hexafluoride","INDEX_2000","Total GHG excl. LULUCF, Index 2000=100","2015","2015","IDX","Index","0","Units",,,465.029,,
"ROU","Romania","SF6","Sulphur hexafluoride","INDEX_2000","Total GHG excl. LULUCF, Index 2000=100","2016","2016","IDX","Index","0","Units",,,422.339,,
"ROU","Romania","SF6","Sulphur hexafluoride","INDEX_2000","Total GHG excl. LULUCF, Index 2000=100","2017","2017","IDX","Index","0","Units",,,460.819,,
"ROU","Romania","SF6","Sulphur hexafluoride","INDEX_2000","Total GHG excl. LULUCF, Index 2000=100","2018","2018","IDX","Index","0","Units",,,536.842,,
"ROU","Romania","SF6","Sulphur hexafluoride","INDEX_2000","Total GHG excl. LULUCF, Index 2000=100","2019","2019","IDX","Index","0","Units",,,697.193,,
"ROU","Romania","SF6","Sulphur hexafluoride","INDEX_2000","Total GHG excl. LULUCF, Index 2000=100","2020","2020","IDX","Index","0","Units",,,730.409,,
"ROU","Romania","SF6","Sulphur hexafluoride","INDEX_2000","Total GHG excl. LULUCF, Index 2000=100","2021","2021","IDX","Index","0","Units",,,586.784,,
